Hylak_id,group,res,lake_connectivity,dWL,precip,air_temp,elev,meandepth,pop_sum,maxdepth,ws_area,no3_dep,nh3_dep,carb,sil,LSA,perc_ice,perc_urban,perc_shrub,perc_ag,perc_wetland,perc_barren,slope,cti,WALA,n_dep,perc_forest
8962,Blue,RSVR,DrainageLk,500,68.41950175,1.198748918,1973.96,5.997765997,775.2218299,16.67725784,269.1711,3.064972968,2.063673697,4.841530164,42.85656967,2504.949782,0,0.05483501,35.70327572,4.658635344,7.424459758,0.194263054,22.83788595,824.5036863,10.94547414,5.128646665,41.93607709
8978,Blue,RSVR,DrainageLk,504,53.35868221,6.371344798,1472.72,8.454883338,45233.03705,31.60083293,1592.5347,2.701311628,1.647647585,0,68.63914488,10134.7043,0.001017246,0.478275293,23.21819424,8.279480504,5.935914615,0.030686929,20.89507743,824.6048224,15.71383873,4.348959213,50.55476656
8980,Blue,RSVR,DrainageLk,523,43.44731925,3.532070331,1637.56,15.47426352,32273.1972,0,3900.33,2.795102878,1.947983804,1.630592796,22.65664444,2637.615113,0.035166255,0.105821815,43.13842675,12.32902601,0.419064541,4.855942959,42.22966627,628.4879369,144.2376391,4.743086682,36.9403512
8991,Green/brown,RSVR,DrainageLk,543,63.95064541,2.739326136,1922.11,1.993234518,45755.65927,8.039969034,1288.4688,3.38796981,2.294083744,1.812476949,17.27622741,3055.385814,0,0.084728478,35.54502833,4.632754786,9.146694123,0.052597316,13.20027157,836.9068511,42.12747425,5.682053554,46.52557361
8999,Blue,RSVR,DrainageLk,488,72.69680844,-0.033808552,2375.8,10.97261564,6.333875503,33.84873726,219.8682,3.403555779,2.324169521,0,0,2862.532296,0,0.000409336,3.845303686,5.316867105,2.489173059,0.015964109,10.70142806,901.8553201,7.853557651,5.7277253,74.95681504
9004,Blue,RSVR,Drainage,499,59.91997926,4.190906327,1620.06,11.83183221,0.058447118,37.29739595,283.4721,3.185216219,2.059399609,0,95.17381076,1198.164579,0,0,28.39168299,8.751337433,1.268061301,0.022859393,29.71109437,695.6135461,23.2239964,5.244615828,57.60566913
9008,Blue,NL,DrainageLk,491,72.69680844,-0.033808552,2372.44,6.754731152,6.333875503,19.75443051,355.2786,3.55504316,2.427592855,0,0,1123.025559,0,0.000506645,21.05108498,7.95660082,2.940312194,0.015452662,8.964184941,897.6727912,30.95840014,5.982636015,56.39385541
9036,Blue,RSVR,DrainageLk,511,41.13732758,4.561306274,1457.69,0.115273529,7800.420363,0.400154453,2743.2441,1.855140604,1.286990704,1.070356809,7.199588983,1261.724072,3.28E-05,0.363051906,59.34980048,21.61681128,3.36838417,0.196781613,7.86405984,912.2652428,218.9865171,3.142131308,13.80112328
9066,Blue,RSVR,DrainageLk,513.5,32.6236149,5.417105279,1441.11,4.660267267,61291.14027,19.15907544,19953.7542,1.604349559,1.000590995,6.333346534,12.83552746,7494.269952,0.133779337,0.29115273,67.81751326,12.85577478,2.060152169,2.037311355,14.99498515,768.2895044,256.9737434,2.604940553,11.75685827
9073,Blue,RSVR,DrainageLk,506,60.08204078,1.136640133,1714.2,35.85486454,57477.28718,133.1930402,13181.5215,3.32322555,2.49453747,14.53042731,5.997466226,5633.466001,0.01969803,0.117771685,36.28016538,9.357533575,3.25100786,0.84323953,27.82597117,702.2103451,206.6004436,5.817763019,47.46525278
9077,Blue,RSVR,DrainageLk,511,37.1458071,6.752827382,1463.15,1.945499082,34342.16658,6.93641431,3915.108,2.077113828,1.574567583,0.0085285,42.27173044,1245.856231,0.036619679,0.61844271,43.98467169,31.24840234,3.646749975,0.173305564,26.15861881,726.935171,271.2608605,3.65168141,18.79249308
9079,Blue,RSVR,DrainageLk,494,36.0779506,2.958246712,1774.4,17.02367117,9.826495555,51.12092865,541.7082,2.37835642,1.465134377,4.97991354,81.96754267,1190.637814,1.561394123,0,31.09480344,34.52162991,0.375977325,3.688830998,35.03014397,690.3617922,44.94011946,3.843490797,24.69637713
9088,Green/brown,RSVR,Drainage,543,52.12716699,4.548069208,1866.36,6.81581775,239.6613209,27.26273235,1400.9166,2.628660668,2.115099067,28.16820787,0,6844.649012,0,0.06032479,50.20268873,7.190021162,5.687619092,0.325458346,16.95783932,797.5560719,19.83205595,4.743759735,31.4358328
9095,Blue,RSVR,DrainageLk,486.5,45.51519917,0.92387159,2262.45,23.48165689,3313.012388,61.96961493,258.5754,2.772984194,1.720706673,0,78.40943106,2044.133946,0.69786221,0.005220914,36.01665124,26.76901979,0.069960251,3.198332092,33.76289728,745.1952866,12.64241921,4.493690868,22.37475027
9116,Green/brown,RSVR,DrainageLk,541.5,33.29341185,7.662664326,1413.52,6.284465319,68684.51543,26.83112778,38574.5364,1.859879261,0.919518589,0.397780283,17.03980738,4880.32259,0.002902433,0.284242431,63.97650653,16.54429397,2.778986088,0.158502229,10.21340848,793.55452,776.9605301,2.77939785,13.17542575
9117,Blue,RSVR,DrainageLk,504.5,34.76672501,5.496396173,1781.58,8.300942695,109542.7795,37.31513787,26917.2351,1.689401634,0.793417671,0.570050748,19.16246331,6965.480728,0.00415273,0.134198033,69.84142625,7.706894457,3.286454187,0.120365631,10.39896466,797.9264995,384.7462886,2.482819305,15.48870857
9127,Green/brown,RSVR,DrainageLk,547,34.76672501,5.496396173,1939.05,5.110998384,109542.7795,0,17912.3076,1.84368779,0.854207162,0.654398097,20.26935826,5625.455127,0.005989178,0.181750452,60.43841386,10.24685061,3.826311022,0.109488406,10.95052324,794.6513081,231.3414734,2.697894953,20.70736715
9132,Blue,RSVR,DrainageLk,504,40.52744124,3.639398011,1984.35,5.400625698,1436.663631,16.66874313,10832.6322,1.856138964,1.297654692,1.973910828,14.14786057,3169.180023,0.065684867,0.164037693,61.21064371,8.553979152,5.292791165,0.799783454,15.36773629,772.3901904,624.3232206,3.153793656,17.14506286
9145,Green/brown,RSVR,DrainageLk,557,38.04805843,5.758916434,2123.61,2.428069817,5.430777244,7.418646892,5505.7554,1.96102561,0.959975747,0.594490631,21.51760865,2606.693367,0.025075578,0.458209604,41.63691871,26.49664749,6.550806816,0.15398432,8.664521768,860.1391479,208.9074331,2.921001357,20.6067963
9189,Blue,RSVR,DrainageLk,501,29.31118539,5.917210864,1740.2,4.638225916,742.3990937,19.16424776,2566.0782,2.479447851,1.584189083,0,0,1210.635115,0,0.165579521,41.88877798,0.9281011,0.313061387,0.114863998,26.18678387,688.1053796,192.6485135,4.063636934,51.71868106
9193,Blue,RSVR,DrainageLk,493.5,55.19302885,2.39346607,2524.9,21.94273563,3022.743221,80.58166461,807.8382,3.332400492,1.456767802,0,73.86658616,2863.147574,0.243761684,0.348708442,20.96350482,8.816084706,3.695641033,3.813845396,33.50400582,714.6738741,28.25992444,4.789168294,56.1177721
9194,Blue,RSVR,Drainage,497,31.37485911,5.734239228,2309.68,18.80185623,25.76531291,78.02272269,376.4601,3.243891566,2.175212988,0,0,6563.332003,0,0.273973258,34.26195764,0.973967759,0.599824523,0.018408325,18.08419623,841.7068247,7.001694348,5.419104554,46.15636557
9206,Blue,RSVR,DrainageLk,500,54.40654508,0.455156239,2750.07,8.385611332,29498.31951,30.77808535,829.7046,3.304447367,1.645214163,0,59.57029767,1302.569654,0.023321553,2.885689678,21.75076527,11.11635394,3.225099632,6.058180225,32.31199417,685.6631478,64.14415153,4.949661531,48.99543765
9233,Blue,RSVR,DrainageLk,501,37.1977868,4.951979699,2610.85,4.308760201,322.9995252,12.95854054,2495.4399,2.221999652,1.157694996,4.329481147,31.70222212,1259.453418,0.016482064,0.196450333,19.80282114,49.89196494,4.872884336,1.414608302,13.29311397,794.5152455,197.5490738,3.379694648,21.38556813
9241,Blue,NL,Drainage,491,27.80122438,6.914957367,2696.95,25.18569482,10.40539167,65.95655396,59.3532,4.294363191,1.568529537,0,100,1044.711719,0,0.467034633,17.6533026,0.342694244,2.128950082,0.028810578,20.42004046,944.3735519,5.679188594,5.862892729,58.91914842
9244,Blue,RSVR,DrainageLk,498,41.9597475,2.992279234,2293.28,16.01880908,3584.602688,58.49327069,0.1674,0.956551827,0.369383044,0,98.92473118,3619.344196,0,9.677419355,78.49462366,0,0,0,31.68252871,453.4677419,0.008864178,1.325934871,0
9252,Blue,RSVR,DrainageLk,508,32.09401969,9.171636803,1470.92,2.877641741,122566.1109,8.990592311,11948.2344,2.489837123,1.251787152,1.658225754,59.46448791,941.1472078,0.038475978,0.726810314,29.996175,21.92714934,1.873572216,1.624359663,24.45983619,692.3980178,2382.499382,3.741624275,41.46041946
9298,Blue,RSVR,DrainageLk,519,39.71226106,6.256187599,1855.87,9.712129522,30140.06888,48.19629316,8303.6817,2.310666486,0.748364603,0.252939609,20.40345911,6217.307708,0,0.409827848,31.48884067,7.661142647,1.420805906,1.706022763,24.71762813,689.6991939,133.4332037,3.059031089,53.74888105
9301,Green/brown,RSVR,DrainageLk,534,35.62182843,7.482105596,2182.81,13.11496129,1134.69925,40.05067406,498.7728,2.160643741,0.775300399,0,0,1819.874501,0,0.033742818,72.23507377,3.528380056,0.476549643,0.045471606,12.09593626,779.8855794,25.99128713,2.93594414,20.59520888
9304,Green/brown,RSVR,DrainageLk,554,35.62182843,7.482105596,2107.41,10.37008855,1134.69925,36.83659367,2056.6665,3.088570843,1.123546676,0,22.97512018,1257.93671,0,0.124410059,46.79542357,4.856543343,3.095504303,0.208560795,16.89877345,733.4977466,157.7198236,4.212117519,42.24012498
9323,Blue,RSVR,DrainageLk,524.5,35.47639502,7.493224872,1883.33,3.345313534,12918.86971,14.78962949,5371.7679,2.904122403,1.149265612,1.123172131,12.17949309,1318.430352,0,0.079046602,47.15813392,4.270275713,1.78484815,0.11706202,16.83387773,725.3950514,1278.383603,4.053388016,44.93422361
102732,Blue,RSVR,DrainageLk,498,77.26834045,1.627541277,1460.72,9.796725232,89.66911975,26.73559138,166.2021,5.590003949,2.976960987,23.10079115,0,565.9947727,0.223101874,0,22.49213458,1.612615003,0.08176792,20.49071582,50.31532067,689.6892169,30.55185662,8.566964935,49.50045758
103326,Blue,RSVR,DrainageLk,498,76.86995645,1.898719214,1489.33,10.03963995,9.326319402,24.67516988,135.5652,4.838564895,2.502236071,8.569455878,0,290.8591046,0.034522134,0.013277744,19.99362668,0.521815333,0.057758186,19.1166317,49.76731832,665.9492857,47.28468783,7.340800966,55.86079613
103334,Blue,NL,DrainageLk,488,76.86995645,1.898719214,1575.41,7.864157498,9.326319402,18.35546764,69.2802,5.314413302,2.725355009,4.952064226,0,172.7765344,0.067551768,0,22.18036322,0.198758087,0,18.78069059,57.19523964,654.7809504,40.32607683,8.039768311,55.47299228
105214,Blue,RSVR,Drainage,505,57.68183927,2.820482639,1441.44,22.40831523,6.818156658,69.30816245,1436.3568,4.171940869,1.925768172,13.96721205,0,522.2067547,0.000125317,0,15.91488967,24.30210934,0.168551435,7.969224638,36.82183624,646.205144,279.2838421,6.097709041,51.29465047
105799,Blue,NL,Drainage,484,80.59884304,3.344212684,2026.99,12.39634928,24.91952645,30.99085519,8.1837,8.159426578,3.817157476,0,0,137.4219829,0.626855823,0,7.401297702,14.07676234,0,34.02617398,42.87739702,776.6569889,5.858052971,11.97658405,27.38370175
106739,Green/brown,NL,Drainage,547,54.9339241,3.317548563,1407.85,4.844380981,27.93122264,13.1250935,371.2149,2.661181047,1.110660977,26.93951671,26.27812084,141.9934636,0,0.075885963,14.22728452,21.60737621,0.391309724,0,24.39568992,693.8255762,271.9523077,3.771842024,58.62299708
107286,Blue,RSVR,DrainageLk,510,52.247981,4.150026715,1457.69,3.019178967,210.7941025,9.941446731,745.6257,2.798091822,1.437393707,0,4.430681507,385.0730606,0,0.042729214,17.85381056,41.99050542,0.725068892,0.058058621,18.84672567,714.8648658,194.3758342,4.235485529,35.39210089
107805,Blue,RSVR,DrainageLk,495,48.8857404,2.813170035,1482.58,0.250980302,345.7735387,0.698629458,1179.2772,2.024398483,0.880942428,1.068451082,68.41612812,303.6542595,0.001755312,3.244809617,20.32575547,25.46698944,0.693043162,1.47530199,20.7298558,711.0130267,742.6178841,2.905340911,44.90844901
107881,Blue,RSVR,Drainage,489.5,57.54008057,1.892836955,1847.16,9.115056279,39.33745493,23.94711107,78.7428,3.706394069,1.728108527,62.88917844,4.941023179,153.8160594,0,0,7.56526311,6.621176793,0,3.537466283,43.00972103,647.5630915,51.70242942,5.434502596,80.4439263
107977,Green/brown,RSVR,Drainage,569,44.12604812,4.007048423,2211.18,0.793136977,7.273882865,2.278982145,50.2578,2.873374702,1.199087755,0,53.28605709,337.8461261,0,0,8.346764084,5.931019663,3.493786039,0,16.93106704,857.0767702,20.58058968,4.072462457,75.41635328
108113,Blue,NL,TerminalLk,513,50.3066205,4.770344214,1420.17,3.017161192,106.2658034,7.395896447,5.6511,2.160791763,1.345549413,0,0,211.4119248,0,0,4.220417264,61.63401816,0.764452938,0.254817646,4.14629327,1060.749005,2.712962074,3.506341176,0
108135,Green/brown,RSVR,Drainage,531,43.64890674,3.749165893,1858.98,5.961637781,43.37653638,19.94500136,60.9849,2.631796228,1.116431126,0,100,112.986713,0,0,5.507592863,0.909077493,0.439780995,0,27.90538736,645.8328832,54.59704566,3.748227354,91.34753029
108546,Blue,RSVR,Drainage,500,63.79339906,2.510708008,1441.7,9.556648033,607.9401385,25.59903919,819.6129,4.150296817,2.40474986,0,27.07808772,228.6207977,0,0,22.2219416,13.36637088,0.450651765,0.015373111,40.41127237,612.0285061,390.1060923,6.555046677,63.54464406
109214,Blue,RSVR,Drainage,500.5,45.53636873,2.483944459,1644.81,8.532651362,49.30472536,24.88864471,1540.2888,2.116650919,1.322662485,0.869038326,29.20069275,384.1351139,0,0.041719449,50.45003249,21.5251906,0.537327805,0.134565674,22.20356013,682.4122945,404.2752756,3.439313404,25.94336205
109229,Blue,RSVR,DrainageLk,489,56.8352143,2.202069141,2340.22,18.30867737,2.272068511,47.88155973,123.4548,4.801921441,3.161002057,0,100,176.6355209,0.435949027,0,18.33974864,39.38777593,0.055404893,16.38089406,52.08835784,648.5320328,73.485,7.962923498,22.22465226
109441,Blue,RSVR,DrainageLk,497,64.07263541,4.250655659,1940.35,5.84961577,459.639831,13.60312869,17.892,3.790012705,2.209984684,0,100,152.9549644,0,0,27.75150905,12.94265594,0.291750503,1.413480885,25.32068921,760.7877264,12.08102633,5.999997389,51.24748491
109578,Blue,RSVR,Drainage,512,59.17572875,5.329339696,1453.83,6.56525516,19.17575506,18.03638012,75.9042,2.834816761,1.561286812,0,99.87312955,293.841715,0,0.00237141,14.05890583,2.755578743,0.279826413,0,22.6576358,707.2301691,35.90548723,4.396103573,79.34738789
109650,Blue,RSVR,DrainageLk,499,62.69506126,4.462801324,1561.47,8.485267737,1913.67065,24.04358152,152.8191,3.458631129,2.123190006,0,92.95225531,584.0045752,0.005889316,0.063604615,15.85345026,11.70737166,0.722619097,0.162545127,38.67512972,695.2942008,26.23053553,5.581821136,67.21417676
109741,Blue,RSVR,DrainageLk,504,64.0976187,0.706329724,1948.36,14.0019277,122.3588975,38.88835527,2646.9378,2.876280368,1.924532329,0.106628875,20.04456244,248.6034406,0,0.18636252,42.22037632,6.00110437,3.141539631,0.15113691,15.46887408,785.2441526,1012.98806,4.800812697,45.66255769
109803,Blue,RSVR,TerminalLk,492,62.63427896,1.100422111,1925.48,13.33649941,20.14721358,39.08839281,52.7031,2.747203055,1.825675545,0,94.94868423,251.7692041,0,0.095630048,64.2531464,3.821786574,0.042691986,0.051230383,28.50686544,698.9739067,22.84486346,4.5728786,30.5076931
109988,Blue,RSVR,Drainage,522.5,62.90124382,1.374683933,2035.46,7.270298232,4.046593606,19.83501295,4.4631,2.280337837,1.630111289,0,100,114.5563896,0,0,39.80641258,6.493244606,3.044968744,0,25.34926034,690.3498689,5.325894988,3.910449127,50.55454729
109995,Blue,RSVR,Drainage,489,62.50942228,3.329261272,1615.99,1.569790598,0,4.470123245,23.3631,3.149673989,2.020376314,0,80.7889364,171.004762,0,0.450710736,19.47301514,50.73384953,4.861512385,0,32.29767652,751.4261335,14.00665468,5.170050303,16.03297508
110006,Green/brown,RSVR,DrainageLk,544,51.13349,1.88197747,2015.38,0.230209428,354.9200524,0.955796108,621.4176,2.485552295,1.673403652,0.316888353,43.11984405,897.3938735,0,0.007675998,50.5491959,6.036375539,17.90144019,0.004924225,15.77038715,868.8976225,73.03921016,4.158955947,21.4468821
110084,Blue,NL,DrainageLk,503,44.24144981,3.522656322,2518.01,1.621883122,7.112929351,4.480682521,87.7896,3.555555741,2.186060041,0,72.4678094,125.7993941,0.002050357,0,36.26568523,2.135446568,0.124046584,0.478758304,26.60405162,696.9407447,71.95868852,5.741615782,59.0195194
110205,Blue,RSVR,Drainage,527.5,61.87756081,2.193222271,1967.81,0.320844911,0.010033538,0.842381793,25.506,2.494936563,1.711007365,0,12.62879323,130.7257776,0,0,28.05575159,2.374735356,15.87508821,0,13.13767086,800.3854975,19.44054878,4.205943928,50.51164432
110257,Blue,RSVR,Drainage,508,70.18822362,-0.530211098,2384.57,2.751501021,0.061100216,7.016014057,7.6311,2.845225466,1.910803663,0,0,230.0059108,0,0,54.20450525,0.436372214,5.212878877,0,3.488612321,1178.582616,3.289267241,4.756029129,10.48472697
110299,Blue,NL,Drainage,491,71.60174838,-0.439024623,2413.28,1.66864096,0.055218446,4.390289016,9.1683,2.957043984,2.000331889,0,0,72.2418038,0,0,44.94944537,0.068715029,23.62815353,0.049082164,4.015245608,911.8982036,13.21080692,4.957375872,20.42799647
110427,Blue,NL,Drainage,492,70.06899876,-0.523601398,2273.62,5.97441866,0.137467969,19.82533268,87.0345,3.66293319,2.508456816,0,3.038105579,871.6342958,0,0,50.31487514,1.355669304,8.958171759,0.090998397,12.43321003,867.5996071,8.648961542,6.171390006,29.19704255
110513,Blue,NL,DrainageLk,485,52.416431,1.949584009,1997,15.14220334,4.338340033,38.37984911,108.5454,3.60100866,2.470441724,0,61.12631212,608.6391049,0.631809363,0,6.295706681,36.76516923,0.411256488,5.253469977,45.51247602,682.4001542,17.73617647,6.071450384,44.06745933
110567,Blue,RSVR,DrainageLk,506.5,64.34117635,3.320795881,1571.98,0.596086514,1717.150858,1.743554861,2846.2869,3.36249994,2.288905341,0.820479482,7.820673313,116.0840242,0,0.1145914,35.0066924,4.753677502,6.150592198,0.023968069,11.05315836,818.9591689,1973.846671,5.65140528,51.50235206
110582,Blue,RSVR,Drainage,498,38.50686119,2.666524945,2008.86,8.015470332,54.27647745,24.31690744,34.5465,1.648837566,1.143131484,0,0,399.5616132,0,0.023446659,74.14094047,1.409404715,2.519213234,0,13.91055318,850.9379966,7.938074449,2.79196905,8.578871955
110634,Blue,NL,DrainageLk,489,50.88794594,2.290565288,2133.86,4.560713426,3.24621549,11.48901883,27.459,3.993090685,2.70864347,0,80.44575549,161.2053489,6.751884628,0,7.099311701,39.24287119,0.291707637,0.452310718,45.50226619,671.6173058,17.34617814,6.701734155,38.26941986
110654,Blue,RSVR,Drainage,503.5,42.20918554,2.722045525,1846.84,4.703966565,47.42505861,12.70814633,1889.7741,2.156337291,1.584418785,9.936425735,44.34687194,476.7054662,0.466484327,0.311846797,63.93378447,9.707160237,2.674224395,0.375806823,32.23031715,692.0176354,398.0147641,3.740756076,21.34116983
110679,Blue,NL,DrainageLk,490,50.88794594,2.290565288,2139.92,10.85525289,3.24621549,27.83663175,75.0717,4.05338944,2.885498126,0,88.09418196,338.9776675,1.813865944,0,11.67683694,30.58635944,1.576492873,0.407610325,40.9947168,680.6741395,22.48328841,6.938887566,48.90604582
110703,Blue,RSVR,Drainage,509,65.94561637,-0.389318039,2102.73,3.820466846,11.57981936,9.996867512,22.6485,3.078750879,2.071918398,0,0,239.2861356,0,0,7.860123187,0.413272402,4.534075104,0,17.60032832,792.3764753,9.476359833,5.150669278,76.81303398
110798,Blue,NL,DrainageLk,488,63.78630001,0.928363208,2068.51,2.337033537,24.88762493,6.169897029,125.3592,3.580319775,2.419990219,0,75.59732353,488.3661046,0.588708288,0.017230486,25.22327839,28.62055597,0.346045603,13.30767905,49.98219921,730.7782221,25.79938259,6.000309995,23.58566424
110864,Blue,NL,Drainage,490,61.30790537,1.159589931,2021.04,8.750118107,356.0852405,21.74596742,39.0258,6.003858253,4.021661532,41.49485725,47.88063281,184.869867,0.0484295,0,30.65126147,29.34597113,0.295189336,6.602555233,50.55019702,674.5117845,21.00419806,10.02551979,28.03837461
110867,Blue,RSVR,DrainageLk,505,59.06127139,0.443024165,2106.94,6.260184462,1004.328669,20.60869043,1544.58,2.886198518,2.432554237,14.42063862,1.242221186,205.8475749,0.014100921,0,33.4478499,11.82070854,2.394301363,1.084197646,24.30894701,683.6513105,750.5247813,5.318752755,50.85176553
110972,Green/brown,RSVR,DrainageLk,545,35.67266332,6.450162284,1596.72,4.067691469,399.9924319,11.19562194,709.6761,1.891492792,1.46055231,0,57.35109298,234.0928003,0.385781626,0.01039911,65.72389855,5.608544518,1.900120351,0.111727026,34.92078101,647.249897,292.5293075,3.352045102,25.21657415
110974,Green/brown,RSVR,Drainage,554,35.18396975,6.361328823,1613.13,3.193555028,97.22848707,8.993078789,140.3307,1.734695362,1.358554808,0,20.78012865,99.1232596,0,0,75.81306158,2.266503338,2.519192165,0,36.57044183,637.3023672,99.17363958,3.09325017,18.57968356
110983,Blue,RSVR,DrainageLk,492,45.02755712,0.54987997,2950.38,21.02713101,5.140387401,57.55519614,44.5446,3.026757483,2.720375854,0,99.11504425,196.9507037,7.047318867,0,10.6053259,58.01107205,0.034347598,9.669858973,43.93560551,699.5581081,23.22450469,5.747133337,6.958419202
110996,Green/brown,RSVR,Drainage,560,39.44939245,8.445501673,1501.82,2.649012635,11.83964599,6.919767404,103.6836,2.336629791,1.736662072,0,96.24144995,424.2463153,0,0.280372209,74.68056665,4.197770911,4.051074615,0.008680254,19.2503888,722.6828756,26.53111566,4.073291864,16.04371376
111012,Blue,RSVR,DrainageLk,496,48.94812528,0.02371599,2428.04,14.16992638,12.20931566,38.84160649,288.0828,2.661508419,2.476263894,4.151306499,81.14354623,182.3485863,1.45833073,0,15.61457331,47.81094185,0.186196469,9.640353398,52.17034951,625.3807843,158.2003295,5.137772313,22.48259875
111024,Green/brown,RSVR,Drainage,551,37.65166355,7.939052534,1537.76,0.901531268,2.713027908,3.504061031,176.9877,1.521176586,1.183685292,0,63.32067144,582.8748164,0,0.00203404,73.05253416,18.34195258,6.067031777,0.022882946,11.50579432,822.109589,27.59396632,2.704861879,0.927522082
111093,Blue,NL,DrainageLk,492,47.97110588,0.282534817,2384.72,13.60195155,222.7160833,38.51132931,83.8413,2.378159783,2.228000156,0,76.32598731,510.7286878,0,0,30.80498513,33.21918911,1.352555364,1.272046116,39.70516068,704.9247185,16.41693754,4.606159939,26.52726043
111121,Blue,RSVR,DrainageLk,490,46.94197568,0.465569408,2347.84,18.0684742,114.0072983,54.10344463,81.3789,2.346028329,1.579239878,0,69.34893443,731.4570916,0,0,33.28872718,11.4077482,0.750931753,0.032072196,28.86079567,732.0503423,11.12493506,3.925268207,44.53058471
111125,Blue,RSVR,DrainageLk,491,37.55715157,2.072649345,2791.68,15.80757679,0.003120762,40.26473527,139.7277,2.511104226,1.42533432,0,100,121.9027836,0.122380888,0,29.61102201,33.30628072,0.155874605,5.809227519,33.69726468,697.7651124,109.8488208,3.936438545,25.37599918
111141,Blue,RSVR,DrainageLk,490,44.59937796,0.992969088,2426.46,12.62767111,21.6937723,39.61841637,134.5284,2.760546829,1.492919467,0,96.74128288,134.8623076,0.426155369,0,43.93347427,21.97944821,0.088977495,2.450560625,30.17689611,672.1812063,98.41141185,4.253466296,26.4202949
111149,Blue,RSVR,DrainageLk,490,44.59937796,0.992969088,2317.66,12.87365377,21.6937723,35.22981592,200.6964,2.473368609,1.313506949,0,76.09508691,418.7102111,0.285655348,0,39.17559059,14.79309046,0.422429102,1.642630361,26.78145054,696.3409254,48.25592691,3.786875558,38.23342123
111151,Blue,NL,DrainageLk,494,39.4335622,1.552915725,3126.38,8.833222292,2.168664109,20.91721002,15.1227,2.727113619,1.525061462,0,100,99.94101666,0.130929001,0,29.27453431,49.64589657,0.017853955,6.403618401,42.0594706,732.9459025,15.49456967,4.252175081,1.86871392
111161,Green/brown,RSVR,Drainage,537,47.30638739,5.97148745,1646.49,1.735491283,21.84828298,5.216793328,268.3566,1.94691723,1.624221051,0,0,511.7472214,0,0.015427234,75.49383917,9.859679248,2.141031747,0.405467948,14.56238197,743.8921804,53.22423641,3.571138281,9.525981474
